Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0006525~arginine metabolic process	4	0.511508951	0.04778035	"Q6AA78, Q6AA77, A1W9F9, P09034"	686	5	3678	4.289212828	1	0.841082883	57.74262731
GOTERM_BP_FAT	GO:0015850~organic alcohol transport	4	0.511508951	0.04778035	"Q8Z245, Q6AY78, Q9EP80, B2RYH9"	686	5	3678	4.289212828	1	0.841082883	57.74262731
GOTERM_BP_FAT	GO:0006720~isoprenoid metabolic process	8	1.023017903	0.047969289	"B9MEU8, P23228, O93344, Q8WMY2, Q6F596, Q6A7K8, Q16CP0, Q6A7L2"	686	19	3678	2.257480436	1	0.837787077	57.8899046
GOTERM_BP_FAT	GO:0042364~water-soluble vitamin biosynthetic process	8	1.023017903	0.047969289	"O33062, B9MEU8, Q0II59, Q6A6M4, Q6AAP6, A1TSA3, B2UAP5, Q16CP0"	686	19	3678	2.257480436	1	0.837787077	57.8899046
GOTERM_BP_FAT	GO:0009067~aspartate family amino acid biosynthetic process	8	1.023017903	0.047969289	"Q8J0I4, Q5ZJU3, O35490, Q4JIJ3, Q10341, B2UCA2, Q6A7P7"	686	19	3678	2.257480436	1	0.837787077	57.8899046
GOTERM_BP_FAT	GO:0007398~ectoderm development	9	1.150895141	0.049312139	"P07207, O62698, P33450, P15589, Q17LW0, P31266, Q24292, Q29P71, Q5FWS6"	686	23	3678	2.097984535	1	0.841681233	58.92278662
GOTERM_BP_FAT	GO:0005996~monosaccharide metabolic process	30	3.836317136	0.05098807	"Q9NTJ4, P70512, Q6A8Q7, O06134, Q6A5X5, P25857, Q7LFX5, Q6A5D0, Q6A5D2, Q5EA79, P07902, Q14376, Q6AAB8, Q8BHT6, P51570, Q9VTJ4, Q24342, Q220S7, Q6A9C3, O46432, Q8K157, Q924M7, Q8BRK9, Q4KLP0, Q91XQ5, Q8CHI9, Q9UKK9, O75191, P54226"	686	116	3678	1.386598975	1	0.847318778	60.17835968
GOTERM_BP_FAT	GO:0007268~synaptic transmission	14	1.79028133	0.052372395	"Q9Y345, Q9Z254, P27105, P08510, Q5RE60, P20478, Q9I8D1, Q91ZY8, P91620, Q13702, Q9CZR2, B4GF83, P40417, O14795"	686	44	3678	1.70593692	1	0.851002884	61.18807825
GOTERM_BP_FAT	GO:0009063~cellular amino acid catabolic process	13	1.662404092	0.05487337	"P17276, Q6AAW5, P15101, P07633, A8E657, Q91XD4, Q9UDR5, Q6AA78, P20478, Q9LDD8, Q6A9R8, Q6AAR3, Q6A9R6"	686	40	3678	1.742492711	1	0.86037887	62.95133882
GOTERM_BP_FAT	GO:0009991~response to extracellular stimulus	13	1.662404092	0.05487337	"P48430, Q6A9J8, B0LPN4, Q6ABL2, Q62730, Q9JUS4, P15848, Q63NE3, P08510, Q5ZJU3, P09034, Q07646, Q3IYX6"	686	40	3678	1.742492711	1	0.86037887	62.95133882
GOTERM_BP_FAT	GO:0006979~response to oxidative stress	12	1.534526854	0.0572689	"Q14191, P27105, O62698, P05982, Q0WM29, Q96T60, O16025, Q9MZF4, P0CB97, Q14289, Q3UQ28, Q8NWV5"	686	36	3678	1.787172012	1	0.86845153	64.56918985
GOTERM_BP_FAT	GO:0006766~vitamin metabolic process	11	1.406649616	0.059446732	"O33062, B9MEU8, Q0II59, Q6A6M4, O93344, Q6AAP6, A1TSA3, Q6A9B0, B2UAP5, Q9H015, Q16CP0"	686	32	3678	1.843021137	1	0.874901084	65.9819773
GOTERM_BP_FAT	GO:0048729~tissue morphogenesis	19	2.429667519	0.060413067	"Q01989, P07207, O35161, Q9UPN3, P61969, Q62073, Q86YT6, Q03206, Q24292, Q9VHA0, P97767, P33450, O93344, Q04771, P41932, P34710, Q5E9S3, P18106, Q90XF2"	686	67	3678	1.52042992	1	0.875638492	66.59168077
GOTERM_BP_FAT	GO:0033014~tetrapyrrole biosynthetic process	7	0.895140665	0.060500183	"P45622, Q6AAP6, A1W4B9, P54919, A1WBL5, A0JYN1, Q21XQ9"	686	16	3678	2.345663265	1	0.872476246	66.64613678
GOTERM_BP_FAT	GO:0006813~potassium ion transport	7	0.895140665	0.060500183	"O17185, P08510, Q6A5S0, Q6A666, P48544, Q9X8Z9, Q7KVW5"	686	16	3678	2.345663265	1	0.872476246	66.64613678
GOTERM_BP_FAT	GO:0006779~porphyrin biosynthetic process	7	0.895140665	0.060500183	"P45622, Q6AAP6, A1W4B9, P54919, A1WBL5, A0JYN1, Q21XQ9"	686	16	3678	2.345663265	1	0.872476246	66.64613678
GOTERM_BP_FAT	GO:0006865~amino acid transport	7	0.895140665	0.060500183	"Q9Y345, Q9H015, A7Y2W8, A1W857, P0AAE0, O76082, P40812"	686	16	3678	2.345663265	1	0.872476246	66.64613678
GOTERM_BP_FAT	GO:0006399~tRNA metabolic process	27	3.452685422	0.062284671	"Q6A7W0, Q9UGM6, O55055, Q6AAT0, A1WCP8, Q6A6M1, Q6A5P0, Q6AB49, Q6A8I8, Q291L4, O75818, Q6A964, C5CSG3, Q6A8J7, Q6A7V6, A1W6V9, A1WAZ1, A1W207, Q6A7F4, A5U8S4, Q475S5, A1W3C0, Q47BK5, Q28FE8, B9MAU5, Q3J5M4, Q6A8Q1"	686	104	3678	1.391932048	1	0.876793884	67.74336147
GOTERM_BP_FAT	GO:0006767~water-soluble vitamin metabolic process	9	1.150895141	0.06235565	"O33062, B9MEU8, Q0II59, Q6A6M4, Q6AAP6, A1TSA3, B2UAP5, Q9H015, Q16CP0"	686	24	3678	2.010568513	1	0.873659868	67.78629195
GOTERM_BP_FAT	GO:0015837~amine transport	8	1.023017903	0.062365662	"Q9Y345, Q9EP80, Q9H015, A7Y2W8, A1W857, P0AAE0, O76082, P40812"	686	20	3678	2.144606414	1	0.870263391	67.79234363
GOTERM_BP_FAT	GO:0007389~pattern specification process	22	2.813299233	0.063180782	"Q28056, P07207, Q9DB25, Q8SX83, Q86YT6, Q24342, P22003, Q24292, Q9VCU9, Q9VDW3, Q9ULC3, P97767, P33450, O93344, Q04666, Q04771, P41932, Q62388, Q61371, Q24247, P32242, P40417"	686	81	3678	1.456214232	1	0.870399037	68.2814246
GOTERM_BP_FAT	GO:0019226~transmission of nerve impulse	16	2.046035806	0.063751309	"Q9Y345, Q9Z254, P27105, P08510, Q5RE60, P20478, Q9I8D1, Q91ZY8, P91620, P20241, Q13702, Q9CZR2, B4GF83, Q9VN14, P40417, O14795"	686	54	3678	1.588597344	1	0.869484264	68.61957056
GOTERM_BP_FAT	GO:0006265~DNA topological change	5	0.639386189	0.068322559	"Q9X909, A1SCM2, P50075, Q92JH0, Q9Z321"	686	9	3678	2.978620019	1	0.884699329	71.20875514
GOTERM_BP_FAT	GO:0006547~histidine metabolic process	5	0.639386189	0.068322559	"P15101, Q91XD4, Q6A8L4, O95954, Q9YH58"	686	9	3678	2.978620019	1	0.884699329	71.20875514
GOTERM_BP_FAT	GO:0009075~histidine family amino acid metabolic process	5	0.639386189	0.068322559	"P15101, Q91XD4, Q6A8L4, O95954, Q9YH58"	686	9	3678	2.978620019	1	0.884699329	71.20875514
GOTERM_BP_FAT	GO:0030030~cell projection organization	27	3.452685422	0.068784325	"Q9UPN3, P70512, P0C605, Q14289, Q24292, Q23023, Q64336, Q29P71, P08510, Q17LW0, Q24247, P07207, Q8SX83, Q9I8D1, P20241, Q03206, P51166, P16621, Q13976, P39057, Q9VHA0, P33450, P34710, Q61371, Q6RUV5, P18106, A1W9V0"	686	105	3678	1.378675552	1	0.883339675	71.45878729
GOTERM_BP_FAT	GO:0048598~embryonic morphogenesis	22	2.813299233	0.070708555	"Q01989, P07207, O35161, Q9UPN3, P48430, P61969, Q62073, Q9I8D1, Q86YT6, Q99JY8, Q9ULC3, P97767, A5D7I4, O93344, Q04666, Q04771, P34710, Q61371, P18106, P32242, Q90XF2, P40417"	686	82	3678	1.438455522	1	0.887397195	72.47881637
GOTERM_BP_FAT	GO:0051674~localization of cell	20	2.557544757	0.072247842	"Q01989, P07207, Q9Z254, Q07075, Q8SX83, P15101, Q9UFH2, P0C605, Q14289, Q03206, Q23023, Q9WTS2, Q13976, P08879, Q04771, P34710, Q6RUV5, Q24247, Q5ZMQ9, Q90XF2"	686	73	3678	1.468908503	1	0.889898377	73.26993132
GOTERM_BP_FAT	GO:0048870~cell motility	20	2.557544757	0.072247842	"Q01989, P07207, Q9Z254, Q07075, Q8SX83, P15101, Q9UFH2, P0C605, Q14289, Q03206, Q23023, Q9WTS2, Q13976, P08879, Q04771, P34710, Q6RUV5, Q24247, Q5ZMQ9, Q90XF2"	686	73	3678	1.468908503	1	0.889898377	73.26993132
GOTERM_BP_FAT	GO:0060429~epithelium development	20	2.557544757	0.072247842	"Q01989, P07207, O35161, P61969, Q62073, Q86YT6, P70512, Q03206, Q24292, Q9VN14, Q5FWS6, Q9VHA0, P97767, P33450, O93344, P41932, Q5E9S3, P31266, P18106, Q90XF2"	686	73	3678	1.468908503	1	0.889898377	73.26993132
GOTERM_BP_FAT	GO:0009069~serine family amino acid metabolic process	10	1.278772379	0.074742511	"O33062, Q10QH1, Q8J0I4, A1TSA3, Q6A5P0, Q10341, Q6A9R8, Q6A9R6, P0AAE0, A1W6H6"	686	29	3678	1.848798633	1	0.895478448	74.5066829
GOTERM_BP_FAT	GO:0006576~biogenic amine metabolic process	10	1.278772379	0.074742511	"P17276, Q5RE60, P15101, P27718, Q9H015, P50226, Q05733, O88533, Q90XD2, P30793"	686	29	3678	1.848798633	1	0.895478448	74.5066829
GOTERM_BP_FAT	GO:0031668~cellular response to extracellular stimulus	6	0.767263427	0.076648777	"Q63NE3, Q5ZJU3, Q6A9J8, Q6ABL2, Q9JUS4, Q3IYX6"	686	13	3678	2.474545862	1	0.898839205	75.41513651
GOTERM_BP_FAT	GO:0031175~neuron projection development	19	2.429667519	0.077300281	"P07207, Q9UPN3, Q8SX83, Q9I8D1, P20241, P0C605, Q14289, Q03206, P51166, Q23023, Q64336, P16621, Q13976, Q9VHA0, P08510, P34710, Q6RUV5, P18106, Q24247"	686	69	3678	1.476359488	1	0.898169578	75.71855368
GOTERM_BP_FAT	GO:0009791~post-embryonic development	19	2.429667519	0.077300281	"Q01989, P07207, Q8SX83, P20241, Q24342, Q03206, Q24292, Q23023, Q9VDW3, Q14643, Q29P71, P27639, Q9V7N5, P33450, P41932, Q12965, Q17LW0, Q24247, P40417"	686	69	3678	1.476359488	1	0.898169578	75.71855368
GOTERM_BP_FAT	GO:0021915~neural tube development	7	0.895140665	0.07932617	"O35161, P61969, Q86YT6, Q62073, O93344, Q04666, Q90XF2"	686	17	3678	2.207683073	1	0.901715078	76.63963879
GOTERM_BP_FAT	GO:0030203~glycosaminoglycan metabolic process	7	0.895140665	0.07932617	"Q9VTJ4, Q8NNN0, Q220S7, P52850, P25310, Q70PU1, P0AAE0"	686	17	3678	2.207683073	1	0.901715078	76.63963879
GOTERM_BP_FAT	GO:0033013~tetrapyrrole metabolic process	7	0.895140665	0.07932617	"P45622, Q6AAP6, A1W4B9, P54919, A1WBL5, A0JYN1, Q21XQ9"	686	17	3678	2.207683073	1	0.901715078	76.63963879
GOTERM_BP_FAT	GO:0006778~porphyrin metabolic process	7	0.895140665	0.07932617	"P45622, Q6AAP6, A1W4B9, P54919, A1WBL5, A0JYN1, Q21XQ9"	686	17	3678	2.207683073	1	0.901715078	76.63963879
GOTERM_BP_FAT	GO:0035316~non-sensory hair organization	4	0.511508951	0.082546277	"P33450, Q17LW0, Q24292, Q29P71"	686	6	3678	3.574344023	1	0.908438976	78.03617058
GOTERM_BP_FAT	GO:0018149~peptide cross-linking	4	0.511508951	0.082546277	"P33450, P52183, Q24292, P49221"	686	6	3678	3.574344023	1	0.908438976	78.03617058
GOTERM_BP_FAT	GO:0050795~regulation of behavior	4	0.511508951	0.082546277	"P08510, O61735, Q8STF6, Q03412"	686	6	3678	3.574344023	1	0.908438976	78.03617058
GOTERM_BP_FAT	GO:0021983~pituitary gland development	4	0.511508951	0.082546277	"P23824, P48430, Q04666, P31266"	686	6	3678	3.574344023	1	0.908438976	78.03617058
GOTERM_BP_FAT	GO:0048859~formation of anatomical boundary	4	0.511508951	0.082546277	"P07207, P33450, Q24292, Q24247"	686	6	3678	3.574344023	1	0.908438976	78.03617058
GOTERM_BP_FAT	GO:0035317~imaginal disc-derived wing hair organization	4	0.511508951	0.082546277	"P33450, Q17LW0, Q24292, Q29P71"	686	6	3678	3.574344023	1	0.908438976	78.03617058
GOTERM_BP_FAT	GO:0042051~compound eye photoreceptor development	4	0.511508951	0.082546277	"P07207, P16621, Q05733, P40417"	686	6	3678	3.574344023	1	0.908438976	78.03617058
GOTERM_BP_FAT	GO:0021536~diencephalon development	4	0.511508951	0.082546277	"P23824, P48430, Q04666, P31266"	686	6	3678	3.574344023	1	0.908438976	78.03617058
GOTERM_BP_FAT	GO:0008407~bristle morphogenesis	4	0.511508951	0.082546277	"P07207, Q8SX83, Q17LW0, Q29P71"	686	6	3678	3.574344023	1	0.908438976	78.03617058
GOTERM_BP_FAT	GO:0016114~terpenoid biosynthetic process	4	0.511508951	0.082546277	"B9MEU8, Q6A7K8, Q16CP0, Q6A7L2"	686	6	3678	3.574344023	1	0.908438976	78.03617058
GOTERM_BP_FAT	GO:0007167~enzyme linked receptor protein signaling pathway	17	2.173913043	0.088602454	"Q00944, Q62073, Q8SX83, P20241, Q14289, P21333, Q9WTS2, Q9YH09, Q7YR43, Q05688, O14522, Q04771, Q12965, Q9EP80, P40417, Q8VCC1, P54755"	686	61	3678	1.494192993	1	0.921574739	80.45199718
GOTERM_BP_FAT	GO:0007411~axon guidance	10	1.278772379	0.089941696	"P07207, Q8SX83, Q03206, P34710, Q6RUV5, Q23023, P18106, P16621, Q64336, Q24247"	686	30	3678	1.787172012	1	0.92248042	80.95126105
GOTERM_BP_FAT	GO:0050767~regulation of neurogenesis	10	1.278772379	0.089941696	"Q2LZZ7, P07207, P48430, Q86YT6, Q04666, P91620, P25867, Q23023, P40417, P97767"	686	30	3678	1.787172012	1	0.92248042	80.95126105
GOTERM_BP_FAT	GO:0006526~arginine biosynthetic process	3	0.383631714	0.091061091	"Q6AA77, A1W9F9, P09034"	686	3	3678	5.361516035	1	0.92286141	81.35931435
GOTERM_BP_FAT	"GO:0009765~photosynthesis, light harvesting"	3	0.383631714	0.091061091	"P20865, P27517, P15192"	686	3	3678	5.361516035	1	0.92286141	81.35931435
GOTERM_BP_FAT	GO:0006027~glycosaminoglycan catabolic process	3	0.383631714	0.091061091	"Q9VTJ4, P25310, Q70PU1"	686	3	3678	5.361516035	1	0.92286141	81.35931435
GOTERM_BP_FAT	GO:0043604~amide biosynthetic process	3	0.383631714	0.091061091	"Q6A6M4, P09034, A1L259"	686	3	3678	5.361516035	1	0.92286141	81.35931435
GOTERM_BP_FAT	"GO:0019684~photosynthesis, light reaction"	3	0.383631714	0.091061091	"P20865, P27517, P15192"	686	3	3678	5.361516035	1	0.92286141	81.35931435
GOTERM_BP_FAT	GO:0015977~carbon utilization by fixation of carbon dioxide	3	0.383631714	0.091061091	"A1B2Q2, P25857, P19824"	686	3	3678	5.361516035	1	0.92286141	81.35931435
GOTERM_BP_FAT	GO:0019253~reductive pentose-phosphate cycle	3	0.383631714	0.091061091	"A1B2Q2, P25857, P19824"	686	3	3678	5.361516035	1	0.92286141	81.35931435
GOTERM_BP_FAT	GO:0008653~lipopolysaccharide metabolic process	3	0.383631714	0.091061091	Q8D1Q8	686	3	3678	5.361516035	1	0.92286141	81.35931435
GOTERM_BP_FAT	GO:0045466~R7 cell differentiation	3	0.383631714	0.091061091	"P07207, P16621, P40417"	686	3	3678	5.361516035	1	0.92286141	81.35931435
GOTERM_BP_FAT	GO:0009103~lipopolysaccharide biosynthetic process	3	0.383631714	0.091061091	Q8D1Q8	686	3	3678	5.361516035	1	0.92286141	81.35931435
GOTERM_BP_FAT	"GO:0019685~photosynthesis, dark reaction"	3	0.383631714	0.091061091	"A1B2Q2, P25857, P19824"	686	3	3678	5.361516035	1	0.92286141	81.35931435
GOTERM_BP_FAT	GO:0016331~morphogenesis of embryonic epithelium	9	1.150895141	0.094333586	"Q01989, O35161, P07207, P61969, Q86YT6, Q62073, O93344, P18106, Q90XF2"	686	26	3678	1.855909397	1	0.927924442	82.50547439
GOTERM_BP_FAT	GO:0002009~morphogenesis of an epithelium	16	2.046035806	0.094927297	"Q01989, P07207, O35161, P61969, Q62073, Q86YT6, Q03206, Q24292, Q9VHA0, P97767, P33450, O93344, P41932, Q5E9S3, P18106, Q90XF2"	686	57	3678	1.504986957	1	0.9271228	82.70615785
GOTERM_BP_FAT	GO:0016051~carbohydrate biosynthetic process	16	2.046035806	0.094927297	"A5D7I4, A1B2Q2, Q6A8Q7, O19071, Q8NNN0, Q6A5X5, P52850, P25857, Q8CHI9, Q91XQ5, Q8D1Q8, P0AAE0, P19824, Q7LFX5"	686	57	3678	1.504986957	1	0.9271228	82.70615785
GOTERM_BP_FAT	GO:0051188~cofactor biosynthetic process	19	2.429667519	0.097056955	"P45622, P16638, B2UAP5, P54919, Q04448, P0AAE0, P30793, Q6A9W7, Q0II59, Q6AAP6, A1W4B9, Q6A9B0, Q4JIJ3, Q9UMS0, A1WBL5, Q6A9X0, A0JYN1, Q920F5, Q21XQ9"	686	71	3678	1.434771897	1	0.929512406	83.40829713
GOTERM_BP_FAT	GO:0001708~cell fate specification	5	0.639386189	0.097624361	"P07207, P48430, P41932, Q24342, P31266"	686	10	3678	2.680758017	1	0.92867851	83.59078132
GOTERM_BP_FAT	GO:0008544~epidermis development	8	1.023017903	0.098227395	"O62698, P33450, P15589, Q17LW0, P31266, Q24292, Q29P71, Q5FWS6"	686	22	3678	1.949642195	1	0.927925623	83.7826478
GOTERM_BP_FAT	GO:0000271~polysaccharide biosynthetic process	8	1.023017903	0.098227395	"A5D7I4, Q6A8Q7, Q8NNN0, P52850, P0AAE0, Q8D1Q8"	686	22	3678	1.949642195	1	0.927925623	83.7826478
