ContigID,SPID,GeoF_ID,GeoM_ID,evalue
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_20899,Q8BK64,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_20899,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_21464,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_20910,Q08DF4,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_20910,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_22215,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_20914,Q9DB94,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_20914,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_18557,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_20924,P46734,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_20924,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_35613,8.00E-177
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_2094,P48148,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_2094,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_16014,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_2095,P01122,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_2095,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_16014,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_20968,Q8VCD7,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_20968,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_8953,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_2097,Q9FKK7,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_2097,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_17721,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_20975,Q75WF2,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_20975,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_18851,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_20993,Q5HYA8,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_20993,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_23686,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21,P15880,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_1686,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_2100,Q99J62,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_2100,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_14944,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21000,Q66HC4,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21000,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_23775,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21005,Q9JHU4,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21005,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_3005,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21007,Q9Z2J0,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21007,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_41682,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21012,Q6DHV7,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21012,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_22221,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21015,Q7ZX03,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21015,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_6715,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21033,Q96S55,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21033,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_26183,4.00E-104
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21044,Q64417,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21044,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_50387,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21052,Q95M17,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21052,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_28461,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21053,Q6P5M2,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21053,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_11542,7.00E-164
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21056,O75063,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21056,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_36709,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21058,Q15750,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21058,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_19316,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21060,Q9Z0H0,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21060,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_20439,1.00E-137
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21069,Q6ZPY2,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21069,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_7628,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_2107,Q3T0T7,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_2107,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_7533,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21087,O95487,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21087,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_16927,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_2112,P00636,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_2112,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_6136,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21125,Q5DTM8,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21125,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_8925,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21167,O09053,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21167,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_47644,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21170,Q8BX09,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21170,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_24259,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21172,P49793,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21172,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_2818,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21189,Q498K0,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21189,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_59707,4.00E-127
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21191,Q04721,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21191,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_40008,9.00E-173
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21198,Q04336,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21198,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_57239,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21211,O43304,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21211,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_18731,2.00E-95
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21219,Q91VS8,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21219,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_50508,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21233,A7RZW4,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21233,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_1604,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21238,Q9DBU0,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21238,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_872,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_2124,Q9Y236,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_2124,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_3552,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21245,P79955,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21245,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_1367,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21267,Q969H0,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21267,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_25783,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21268,Q8BGA5,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21268,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_56971,2.00E-135
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21284,Q9UJT0,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21284,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_4709,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21291,Q9DE14,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21291,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_3662,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21301,P55265,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21301,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_9440,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21302,P55200,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21302,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_24721,3.00E-172
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_2134,Q10570,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_2134,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_8783,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_2136,Q5G266,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_2136,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_4652,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21363,Q9ESW8,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21363,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_42824,2.00E-106
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21366,Q9VCY8,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21366,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_5168,3.00E-152
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_2137,Q1JQE0,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_2137,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_11633,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21375,O93309,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21375,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_6718,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21388,Q6PGC1,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21388,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_14085,2.00E-136
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_2140,O00571,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_2140,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_9278,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21459,Q27968,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21459,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_22962,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21465,P55196,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21465,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_33267,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21470,Q9UGC7,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21470,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_22161,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21488,Q8NFJ9,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21488,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_9395,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21491,O08901,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21491,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_4441,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21495,A9UMP7,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21495,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_4612,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21534,Q27HV0,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21534,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_1523,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21535,A3KG59,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21535,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_22033,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21548,O75063,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21548,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_53094,5.00E-134
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21560,Q9CYC6,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21560,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_49866,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21562,Q5ZJL4,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21562,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_33188,3.00E-131
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21578,Q9Z2A5,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21578,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_32150,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21579,O54874,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21579,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_2583,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21584,P55201,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21584,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_3245,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_2159,Q7ZY18,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_2159,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_1308,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21607,Q5RC80,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21607,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_398,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21613,Q9CXE6,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21613,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_51778,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21635,Q4R6Y6,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21635,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_11028,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21658,Q2V2M9,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21658,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_6414,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_2167,A4QN59,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_2167,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_61990,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21679,P50748,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21679,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_5119,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_2168,P26038,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_2168,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_7519,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21680,Q9DBG7,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21680,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_24854,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21693,P70076,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21693,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_8271,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21705,P47812,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21705,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_45895,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21722,Q5REV5,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21722,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_54065,2.00E-104
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21757,Q5BK46,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21757,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_7813,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21763,Q63802,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21763,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_31580,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21820,Q4KLT6,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21820,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_39722,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21858,Q03049,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21858,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_6557,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21877,Q8N5T2,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21877,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_19776,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21878,P86221,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21878,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_8682,5.00E-152
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21891,Q6QHF9,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21891,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_40275,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21913,Q9GZQ3,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21913,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_42655,3.00E-171
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21943,A4VCH4,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21943,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_47672,4.00E-103
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21948,Q86U44,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21948,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_40652,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_2195,P49410,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_2195,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_189,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21950,Q5BIS9,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21950,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_47718,1.00E-164
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21960,Q8NEZ3,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21960,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_4304,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21976,P70388,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21976,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_8118,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21978,Q6AZ28,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21978,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_47369,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_2198,Q8BTS4,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_2198,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_8765,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21981,Q6GR25,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21981,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_13167,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21983,Q6PDI5,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21983,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_8751,8.00E-178
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21990,Q174R2,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21990,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_44482,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21995,Q8C0L8,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_21995,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_13657,6.00E-151
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_22009,Q9DBA9,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_22009,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_8501,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_2201,Q9H8E8,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_2201,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_11020,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_22027,Q5XFW8,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_22027,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_15301,3.00E-116
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_22032,Q5U3N7,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_22032,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_36313,1.00E-118
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_22047,O60678,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_22047,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_48262,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_22091,O95198,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_22091,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_11867,0
